id,essay,prompt,score,score_predict
769,"[T] Pinturas ou animais?
[P] Achei que tinha sido menoa mãe mas quando abi o armario
eu vi um crocodilo logo chamei meu irmão o Dudu ele veio corren-
do ele logo viu o crodelilo lle perguntou da onde ele veio eu não sabia
a nossa mãe ela tava indo para para o quarto meu irmão tentou dis-
trair ela mas quando ela chegou o crocodilo desapareceu e virou um
desenho eu fiquei surpresa quando a mãe saiu ele voutou eu logo
fiquei super animada ele se abaixou para eu subir foi demais quando
eu montei meu irmão disse - desse dai vai que ele te pega logo reclamei
dele - vc e chato não sabe aproveitar disse eu e logo apareceu 
mais animais papigaio, macaco, girafa, leão e outros eu estava
animada meu irmão estava com medo mais montou no leão e saimos de
casa o Dudu tinha duas emoções animado e medo as pessoas olhavam
estranho o leão e o crocodilo meu irmão avisou que eles estão com 
fome fomos no mercado todo mundo com medo compramos duas garrafas
e duas bifes voltamos para casa e fomos dormir fim.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.108152
674,"[T] O misterio dos tintas de Laira
[P] Era uma vez uma menina chamada Laura bem criativa e divertida e [x]
gostava bastante de desenhar com tintas.
[P] Certo dia Laura viu algumas tintas em cima da mesa então Laura pegou
as tintas e levou para seu quarto Laura saiu do quarto para bebe agua guando
ele vouto as tintas não estavão mais la mais os desenhos que ela fez ainda
estavão la.
[P] No caminho laura encontruo sua mãe se ela
tinha visto suas tintas ela disse que não Laura voutol para seu quarto e os
desenhos não estavão mais lo Laura foi perguntar a seu irnão se ele tinha
visto as tintas e os desenhos no quarto do seu irmão Laura via os tintas
Laura perguntou a seu irmão o que as tintas dela estava fazendo la seu irmão
disse que era dele Laura deixou pra la depois ela perguntou a mãe se ela
tinha visto os desenhos dela no lixo Laura ficou triste mais feis outros 
desenhos mais agora sem tintas. Fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.379934
669,"[T] O misterio da tinta
[P] Eu estáva no meu quarto em um belo
dia, até que e vi varios potes de tinta, peguei
e rosolvi pintar a paredes do meu quarto, meu
amigo Robert estáva comigo e agente pintou ani-
mais nas paredes, depois fui lanchar.
[P] Quando voltei minhas paredes não estávam pin-
tadas, e as roupas das gavetas estávam tudo no
chão, eu e meu amigo ficamos con muito medo,
até que escutamos um barulho muito alto vindo
de fora da casa.
[P] Eu e meu amigo decidimos ir ver oque
era, cada vez o barulho ficava mais alto, agente
ia indo devagarzinho até que... era meu pai fazen-
do obra e ele disse que ele vio a parede do
meu quarto pintada e não gostou então ele pintou
de branco a parede, e meu pai tanbem falou que
estáva procurando uma camiseta e não achou, e 
não [X] as roupas.
[P] Eu e meu amigo ficamos aliviados, e de-
pois fomos brincar, eu e meu amigo Robert.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.540316
1212,"eu encontrei umas tinta em cima do meu armario
e [X] resolvi pinta o cuarto de azul e  fis dezeinho
Bonitos e relolvi pinta o quarto e outras
coisas [?] [?] dezenhos e pasei celamica na
cara e no baieiro e me pentei de tinta
preta pra vo eu pintei meus irimaos e minha
mãe meu pai e minha vo e meus amigos 
e de pois eu fis um dezenho no meu no meu cadereno e
pintei tambem e fis um dezenho no meu
rosto e pintei de tinta verde e pintei o causa
mento de roicho e pintei A meus brinquedo de
colorido e tambem as pratas de amarelo e
meus cabelo minha unha de preto e pintei minha
roupas e muita coiza mais pintei os meus primos
e parentes e pintei o Sol e a iua i os estrela as
nuvems as plantas os animais i bizouro","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.0,7.9447455
95,"O
[T] a ven turas com o  con ti jo.
um cer to dia com meus amigos para arosa a ar [x]
eu fiquei in pressionado com avo z  de le
c hami [x] os meus avoz para ver i s s o
eles pegarão uma gaiola e ficarão c om o
pas saro para e les f i c ão ou v i do o passar o
can tado toda ora meu avô tira va lei te das
vacas e [x] o can to do pas saro min ha -
a v ô la va va louça e  daça va com o can to
do passaro ele apren deu o meu nome
e fica va gri tando e can tava e os
v isin ho tam bem a dorou o can o can to de le
todo mundo que chega va i a lo  go
no pas saro o visinho deuo o nome de 
con ti ju e ensinu aele o nome de to do 
mundo e c hamei meus ami gos e brinco
com ele bom e l enão sabia voar mui to
bem en tão tirei da gaiola e ficamos brincado
com o can tijo sem para s em pre e [x] si-
nei [x] a voar.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.0,7.2468777
385,"[T] A pitura
Era uma vez uma menína gue píntol o seu
guanto es menína ela achol uma títa no
amaríl da sua maẽ e sua maẽ pegutol
cade a mínha tínta guando ela chegol no
guanto da sua fílha ela víl oguanto todo
pítado e guando a sua fílha chegol ela
pegutol fílha você títol seu guanto com gual
títa com a gue tava no amaríl ela falou
fílha você pegol a mínha títa de mí píta o
mural noso mamaẽ eu naõ çabeía gue era
sua píta maẽ fílha tudo be fílha eu
vou deíxa paça de sa vez maís você me peguta
da porsuma vez tabol maẽ fílha maís a 
sua pítura taboníta e você vaí se uma
pítora de verdade eu vou fíca ogulhoza de você
e muíto e amos de poís de tudo do gue ela
pasol ela víachou para paríz e para chína
e para alemanha e así ela foí fícado maís
famosa e a maẽ dela fícol felíz com ela ela com
prol uma casa um caro e tabe
uma mota para maẽ dela 
sabedo gue fícol famosa e ela reso veu píta ogua
nto [X] da maẽ dela
suprez guando a maẽ","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.005496
146,"[P] Era uma vez uma menina pasiando pela
floresta e ela viu uma árvore e falou
eu vou senta na quela árvore  ali ela
sentou e passou um animal fofinho era
um coelinho que tava pulando pela pela floresta
e ela deseu do canho e foi  fazer carinho
nele e apareceu outro animal que era um
gato de rua e ela sentiu pena e a chou 
um peixe e deu a ele depois ele foi empora
feliz e com a barrica cheia de peix e e","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.0,8.103786
1178,"[X] [T] Minhas tintas coloridas
[P] um dia tive uma bela ideia então pedir para minha mãe
comprar varios potes de tinta é ela esse deu 50 reais [X] eu fui no
mercado comprar meus potes de tinta e aproveitei e comprei
um pincel as cores que eu comprei foi amarelo azul
vermelho , verde , amarelo , preto , rosa quando cheguei em 
casa fui pro meu quarto e comecei a pençar no que eu i a
dezenhar na parede do meu quarto eu dezenhei um jacare um 
carro uma estrela um cachorro uma flor um carro com som
um cavalo e de pois eu chamei minha mãe e meu pai e meu 
irmão e mostrei a eles e eles gostaram dos meus dezenhos
todos que eu fiz então eu peguei as tintas e minha mãe
me deu uma ideia de dezenhar uma abelha um abacaxi grandão 
e um gatinho fofinho o meu irmão pediu para eu
fazer o nome dele do meu pai da minha mãe o meu nome
tambem e dezenhei mais ou [?] coisas uma 
austronauta um aviao um onibús uma ferari","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,8.410691
959,"[T] o segurança legal
Em um certo dia de sexta sexta feira 13 uma menina de noite viu um gato preto e o nome
[P] da menina e liliãn ela viu um homem manco liliaãn ir la nele ela não foi o homem
[P] [X] c o r roendo atraz dele ele saiu correndo atraz dela ela saiu gritando é um homem, 
[P] surgiu do nada e ajudo ela e ja bateu nela logo pra  delegacia o moço não tinha casa
[P] não tinha, muita condição é seu pai ajudo, ele deu mais de 300 mil reais por dia pra ele
[P] é contrato pra ele ser segurança da menina liliãan mais em um dia na escola um menino 
[P] ia bater na menina mais o segurança ficava, iempreno armario depois dela pega os livros,
[P] é no lanche e comia etc., tacotaos por pouco ele não bate nela mais um menino defende ela
[P] e a diretora exspuça ele é ele sabia que ele tava apavorada puço ela pradentro do armario","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.6115394
402,"[T] A árvore magica
[P] O ano era 199 quando fui a pracinha de pois que cheguei lá
quis tirar foto pois achava aquela praça linda mas
em que ia tirar foto olhei para cima e vi que o ceu estava lindo
então comecei a tirar foto de quase tudo depois que revelei a foto
vi que uma das árvores era especial.
[P] Dias se passaram até um dia fui a pracinha
novamente já que não ia lá fazia umas quatro cemanas quando
cheguei na praça corri pra ver a árvore magica foi o nome que dei
a ela pois [X] havia visto uma árvore tão linda quando
a vi fiquei imprecuenada porque ela estava ainda mais linda do que 
a ultima vez que ´[X] vi Então comecei a falar com ela.
[P] Fiquei falando com ela durante horas quando vi que estava
atrasada para a faculdade corri mas [X] de ir tirei uma 
foto já que amava tirar foto.
[P] Com o tempo percebi que estava apaixonada pela 
a fotografia um ano se passou e todos os dias eu ia visitar
a minha árvore depois de umas duas semanas comecei a fazer faculdade
de fotografia pois fazia faculdade de medicina quando completei
vinte anos construir minha casa do lado da pracinha e até oje
visito a minha árvore e comprei ela para mim.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.9738326
222,"[T] A Menina izagerada
[P] Eu cheguei no quarto e não tinha mais pintura e 
eu tomei um susto porque a parede não tá pintada
e as rou pas esta no chão meu deus sera que e um 
Bicho Meu deus To com muito medo
MAE acho que tem um Bicho aqui To com muito 
medo mamãe por que eu pintei a parede  do e 
eu fui ali rapido e quando chegei não tava mais 
mãe quero [?] com você Ta bom Sim filha
pode dormi com migo","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.768254
85,"Eu estava sentada no banco da praça bem proxima a um
grande árvore. Um vento fresquinho espalhava as folhas 
caidas no chão.
De repente , um galho de árvore caiu bem ao meu lado...
[X] para cima e me assustei, pois a árvore não era mais
a mesma.
Estava escura e rachada e o cal ficou preto e deu um trovão
estava eu e meu amigo ele estava com medo eu estava com,
medo também tinha dois meninos brincando de bola mas eles
estavão brincando como a o cél estivece azul paresia que so
ei e meu amigo estavamos vendo aquilo meu amigo foi embora,
eu tambem fui para casa chegando em casa fui dormir mas
não conseguia so pensando no que aconteceu meus pais saírão
de casa então fui assisti tv mas vi uma coisa na janela.
Fui conferir mas não tinha nada pensei que tinha cido coisa
da minha cabesa mas lembrei que tinha visto uma coisa quando tava
na praça vi uma coisa parecida mas meus pais chegarão e fiquei
[?] e fui deitar escurei pigos do banhero fiquei com
medo então coloquei a mão debaixo da cama para
sentir a lambida do meu cachorro e me senti melhor,
[?] escutei os pigos e coloquei a mão
debaixo e me [?] meus pais tinhão saído de
novo então tomei coragem e fui ver e mes pais chegarão
na hora e fui dormir com eles a e eu não descobri o que
era.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.864584
537,"[T] Isadora e as tintas
[P] Então eu fui perguntar minha mãe
- Mãe a senhora viu as [X] tintas que
estava no meu quarto ? - Não filha . Porque ?
- Há mãe porque quando eu fui pegar os pin-
ceis as tintas não estavam lá. - Pergunta para
sua irmã - Oi mana. - Oi
Pergunta Gabrielly
- Você pegou minhas tintas ?-Sim mana
- Mas porque as roupas da gaveta estava es-
palhados pelo chão ?- Eu estava procurando
uma fantasia - Então pode ir arrunar o 
quarto que você bagunsou.Fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,8.032785
627,"[T] O dia em que achamos as tintas 
Eu eu meu irmão achamos no armario tintas estavamos
querendo brincar no nosso quarto então minha mãe
disse vem comer eu e meu irmão fomos estava muito 
bom então repetimos e meu padrastro disse e a tinta
então fomos brincar mas quando nos chegamos .
as tintas desaparecerão e vimos as roupas bagunçadas
na cama e fomos atrás das tintas e vimos em
todo lugar mas não achamos então minha mãe disse
olharam de baixo das roupas e fomos ver e
achamos.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,8.240517
833,"[T] [?]
Eu fui viajar em um sítio aí subi em uma árvore .Depois que eu sentei pousou um pássaro que 
nunca vi, Quando ele abriu o bico,ele disse que era mágico ,eu duvidei pedi uma casa na árvore e depois 
apareceu uma casa na árvore (e depois) toda imobiliáda o pássaro que eu tinha mais e desejos só que pra 
cada desejo eu tinha que completas um desafio dependo do desejo o nível de dificuldade do desafio aumenta 
no segundo desejo pedi uma casa só pra mim o desafio era correr 30 kilometros a pé depois de1 hora
consegi completar o desafio, a minha casa era linda depois pedi um carro 0KM o desafio era comer 
terra, só que a terra estava molhada ele fez terra seca, eu comi mas tava horrível mas consegui 
o carro eu dei para o meu pai daí; pedi alguns pedaços de bolo por que tava com fome o desafio 
foi dar 2 pulos depois o pássaro foi embora e eu lui epra casa e fim.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.8121953
995,"[T] é um sonho?
[P] Eu encontrei em cima do armario al
guns potes de tinta. então resolvi pinta
na parede do meu quarto alguns anim
[P] Tempo depois, quando voltei no quar
não havia mais nenhuma pintura [?]
roupas da gaveta estavam espalha
pelo chão.
[P] derrepente, da gavetaa saiam cob
e da ropas saiam ratos do armario
macacos e vários outros bichos saia
de diferentes lugares.
[P] eu tive uma ideia eu fui correndo 
para meu computador e pesquisei
como se lirar de animais meu
celular despertou e acordei","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,8.693762
112,"Um dia eu meu amigo fomos á praça brincar no
parque . depois nós compramos lanche , eu comprei
um hamburguer e meu amigo comprou uma fatia
de bolo e fomos comer banco perto de uma árvore
de repente um vento forte derrubou a árvore eu e meu
amigo corremos muito rapido para longe mas um
galho bateu na cabeça do meu amigo Paulo e começou a
sangrar muito e ele foi no hospital e eu fui [X]
ao parque sozinho e me sentei no banco e vi outra
árvore crescendo novamente , depois fui visitar o Pablo
no hospital , e ele disse pra mim :
- No outro mês eu vou pra casa denovo , eu fiquei
alegre com a notícia , e no outro mês Pablo saiu do
hospital e quando fomos ao parque, já tinha crescido
outra árvore muito mais alta que antes e meu amigo
disse:
- Não vamos sentar lá denovo , e eu disse :
- Tabom, amigo não vamos sentar lá.
E quando chegamos em casa passamos a noite jogando
vidio game, no dia seguinte fomos a rodoviaria
porque eu ia viajar para Belém visitar minha vó e 
meu vô , e falei para Paulo que ia [X] em Belém
por um ano fora da cidade , e ele foi ao parque
novamente sentou no banco e um vento fraco
soprava as folhas que formavam um tapete
colorido e um pequeno galho caiu ao seu lado
e depois ele foi embora.
Um ano se passou e eu e Pablo fomos ao parque
todos os dias .
na minha rua fiz mais amigos .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",7.0,7.977886
751,"[T] Os potinhos de tinta de Júlia
[P] Em um certo dia Júlia estava procurando alguma coisa
para brincar. Júlia foi procurar por todos os lugares mas
não achava então tive a ideia de procurar em cima do
armário e achou potinhos de tinta então ela teve a ideia de
fazer varios desenhos de tinta nas paredes do quarto dela
ela havia dado uma saidinha rápida para o banheiro mas
quando Júlia voutou não tinha mas nenhum desenho então
Júlia decidiu ir perguntar para a sua mãe, a mãe de Júlia
falou: -dilha eu fui te chamar para lanchar mas nao
ti achei só vi os desenhos. Júlia ja te falei que não pode riscar
as paredes mas mesmo assim você riscou. Então fui linpar
por isso não tem mas nem um desenho na parede. Júlia
falou: - A tá mamãe desculpa por te riscado a parede. A
mãe de Júlia a perdoou e tudo se resolveu no fim das 
contas.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.395167
387,"[T] A tinta
Um dia um menino Chamado Gabriel estava brincando
com seu amigo Davi a mãe de Gabriel chamou para almo
çar e quando eles terminarem de almoçar foram brincar quando
Gabriel foi para o seu quarto pegar um brinquedo ele viu duas tintas Ga
briel chamou Davi para ver as cores das tintas era azul e ver-
de eles pintarem as paredes quando a mãe de Gabriel viu eles pin-
tando ela Prigou com Gabriel ele ficou de castigo e o seu amigo Da-
vi foi embora porque sua mãe não deixou ele mais brincar. A mãe
de Gabriel disse: Tem tinta é para pintar o desenho e não para
pintar parede Gabriel! Então Gabriel pidiu desculpa ela desculpou
e falou: Mais limpa a parede que você pintou que eu lhe tiro do
castigo, ele limpou a parede e saiu do castigo Gabriel fez um
desenho pintou com a tinta ele mostrou para sua mãe
o desenho a mãe disse que esta muito lindo Gabriel
fez muito desenhos o dia todo e um dia a mae de Gabriel
foi compra treos tinta uma tinta amarela uma preta
e vermenho as cores novas Gabriel usou ele desenhou
uma flor um coração e uma avore e todos os dia ele
desenhava e pintava. Uma tarde, Gabriel juntou as
cinco tintas e pensou já sei vou desenha um grande
Arco-ires. E passou a tarde desenhando este grande
Arco-ires.  Ficou tão lindo que ele foi correndo mostrar
para a sua mãe. Ela achou muito limdo. No outro dia
ele levou o seu grande desenho para a Escola para mos
tra para seu amigo Davi quando deu a hora de ir
enbora a mãe de Gabriel fez um desenho para ele pinta e quando Gabreil chegou de casa ele pintou os dessenho que a sua mãe fiz.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.164688
441,"[T] As paredes do meu quarto
[P] Certaz vez eu e meu primo Steve estávamos procurando algo
mais diferente para fazer, mas não encontramos nada. Minha mãe che-
gou até onde estávamos nos dizer que ia sair e para não mexer nas
tintas dela... quando ela disse isso esperamos ela sair e fomos procurar
as tintas, Steve deu um grito super alto e eu fui ver o que tinha acontecido
e ele disse assim:
— Achei, achei, achei. Ela é isso aí, eu sou o melhor .
quando ele disse isso fiquei muito brava afinal eu também tinha me
esforçado muito . Enfim, fizemos uns animais muito fofos na parede do meu
quarto.
— Eu amei muito !!! disse Steve . .
[P] Eu também tinha gostado mas tava com medo da minha mãe
ficar brava com a gente porque ela disse pra não mexer nas tintas dela.
Mas Steve teve uma idéia, ele disse pra eu me esconder e tudo ia dar
certo. Eu acreditei e ouvi o portão se abrindo, a não minha mãe chegou.
[P] Saí do meu esconderijo pra me desculpar e quando fui pra meu
quarto as roupas todas no chão espalhadas e os animais da parede haviam
desaparecido, minha mãe e o Steve também. Eles não não de jeito algum
estavam em casa.
[P] Do nada Steve apareceu dizendo que era apenas uma brincadeira
e que minha mãe não tinha chegado e ele tinha feito aquilo pra me
assustar.
[P] Juntamos as roupas e minha mãe nunca soube do
acontecido
[P] Fim . . .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",8.0,8.053644
315,"[T] A menina e o passarinho
[P Um conto [X] [X], eu nunca tinha visto um canto tão belo
como aquele. Ele era azul com amarelo, logo o outro passarinho
pousou perto de mim ele era da mesma especie que o primeiro passarinho
porem o segundo tinha o canto mais belo que o primeiro eu
me sentia como uma arvore florida e repleta de passaros
com o melhor dos cantos que eu havia ouvido em toda a minha 
vida. assim que eles voaram eu fui correndo para casa 
e perguntei para o meu pai se ele já tinha visto aquele 
canto e ele disse que sim e ele disse o tanto que ela belos.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,7.8076954
197,"[T] A CiraNDa Da TINTaS
EU VIM Para CASa E VI QUE O MEU QUArTO TaVA UM POUCO
SEm COr, PEGUEI Umas TINTaS PINTEI O QUArTO, Sem QUERe
JOguei A TINTa NA PAREDE E FICOU Uma BOrBOLETA. EU ACHei
MUITO LINDO. ATE QUe MINHa PRIMA DERRUBOU A TINTA NO
CHÃO. MINHA MÃE CHEGOU PErguNTOU.. QUEM DERRUBOU A TINTa
NO CHÃO? EU DISSE.. FOI A MINHa PRIma. ELA DISSE.. TA, CERTO
MINHA FILHa. VÃO BRINCAr DE BICICLETA LÁ NO CAMPO, VOCê É
SUA PRIma, TA MÃE. NÓS FOmOS ANDar DErCENDO NO ALTO
EU ia Na FRENTE, ELA NA ÁTRaS. ELA Ia COM A TINTa CAIU
DERRUBOU A TINTa E PINTOU A BICICLETA COLORIDa BICICLETA
FICOU AZUL, VERDE, AMARELO, ROSA, E MUITO MaiS.
PEgaNMOS A BICICLETA, Fomos ÁTRaS DO CACHORRO. NÓS
BRINCAMOS COm MaS O CACHOrro. Más o CACHOrrO COrrEMOS
NO CAMPO ATÉ QUE APaRECEU UM CACHOrrO MUITO GRANDE NOS
CORREMOS LIGEIRO O CACHORRO VINHA ATRaS Parei QUE ELE QUeria
BRICAr NOS PEgUEMOS AS TINTa PINTaMOS AS PEDRINHaS,
COLOCAMOS NO POTIM  FOMOS PArSSeAr NA RUA COM NOSSO
AMIGOS NA RUA COrrENDO,, [?] EM CaSA FUI AJUDar
MINHA MÃE COM AS TINTaS Da CASa","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,7.588233
16,"
	Né Um dia muito chuvoso com varios raios caindo do
Ceu, Um raio muito forte que acabou com a energia da cidade
toda, neste raio Vinha Trazendo um diamante muito poderoso, o po-
der que ele dava era absurdo, se a pessoa que estivesse com esse
diamante Teria tudo que ele quissece, no dia seguinte em que eu acordei
e fui para for de casa com meu amigo Rafael estava tudo alagado,
mais quando eu olho para o chão vejo um burraco enorme em
dava para ver uma coisa brilhando e quando eu Vou Ver mais de per-
to Vejo que era um diamante mais meu braço não cabia no buraco
então eu pedi para o Rafael pegar mais quando ele a consseguiu pegar
ele falou que queria comer algo então elel falou queria uma Pizza
e uma Pizza apareceu na frente te dele e foi ai que descobrimos que
o diamante era poderoso, então neste mesmo dia fizemos tudo o que 
desejamos e o diamante que achavamos seria muito importante para nos
então nunca contariamos pra ninguem","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",9.0,8.863946
151,"[P] Eu encontrei em cima do meu armario Varios 
potes de tinta , Então resolvi pintar a parede do meu
quarto alguns carros de formula 1. Um tempo depos voltei
ao meu quarto depois da escola e percebi que já tinha
secado e então fui a casa do meu amigo jogar bola
e ele teve a ideia de pintar a bola branca dele e então
comessamo a pintar e quando terminamos fomos pintar
um desenho imprimido.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.990119
1160,"[T]os animais sairan da parede
eu acHe n muitos potes de tinta pintei
as paredes ate o cHão do meu duarto Fis
us animais na parede Fui BeBer aGua duan do
voltei os animais da pare de tava no cHão
rasgandos minHas [X] novas eu Gritei mae e
minHa mae veio correndo duando elas vil minhas
roupas rasga das eLa des maiou duando depois
de um tempo eLa acordou mas duando meu pai
cHegou ele Lin pou todo meu duartto

e e Le mato u todos os BicHos e meu duarto
Ficou linpo de novo.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.701552
509,"[T] Era uma vez uma menina muito medrosa
ela encontrou uma caixa de tinta foi pinta a parede do quarto
dela os animais tiraro uma roupa da mãe i a mãe dela
resolveu ir lar na aia pega as esponja para tira a pintura
ficou muito brava e os animais foi para rua tempos depois
a mãe dela pedio descupa para a menina foi dormi na cama
da mãe dela tirou a tinta da mão dela ir a menina foi tira a tinta
da mão dela tambem os animais ficaram pintado a menina
foi e a mãe dela bateu nela de brincadeira e a menina tava chorando
de verdade e a mae dela foi pedi descupa para a menina e a menina
tava muito i a menina foi para o banheiro para chora
de novo mais a mãe dela foi compra um algudão doce
na barraca da flozinha e a mae dela mandou ela sair
do banheiro porque tinha uma menina querendo brincar com
ela mais ela não quis ela nao queria o algudão doce.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,8.175639
956,"[T] o quarto maluco
a menimaestava pintato o quarto e estava muito lindo
e ela foi BeBeagua e as ropas estava No chao e ela estava asustada e
Eai Falopara o pais e o pai Falo Nao seprecupe e ela Falo Ta
e ela foi tinina a Pintura ela estavaPintato una Barbe e fi","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4.0,7.881688
749,"[T] Os potes de tinta e o guarto bagunçado
Um belo dia amanheceu e eu Anigueios encontrei alguns potes
de tinta em sima do armário e fui pintar as paredes do meu guarto
E quanto acabei fui lavar as mães manchadas, então voutei para o
guarto, vi tudo bagunçado e gritei
- Que bagunço! eu mau sai e já ta tudo bagunçado. Já sei
quem foi o culpado, meu irmão João .
[P] Quando gritei rapidamente minha mãe samara chegou e pos
eu e meu irmão para limpar a bagunça, e que bom que ela
não viu os potes de tinta e que bom que meu irmão passou
o pano na parede para me deixar brava, no final tenho que [x]
[x] agradecer.
[P] Quando acabamos de arrumar a bagunça nois fomos
brincar com os bringuedos e virou uma zona e fomos de
arrumar tudo de novo","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",7.0,7.714877
